Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2005,0.0,39.2980497991314,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2005,33837.0,39.2980497991314,86103.50939284498,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2005,0.0,39.2980497991314,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2005,3007760.0,39.2980497991314,7653713.136844975,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2005,10615016.0,39.2980497991314,27011559.23578331,Renta,Renta
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2005,673406.0,39.2980497991314,1713586.3062977856,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2005,0.0,39.2980497991314,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2005,2401226.0,39.2980497991314,6110293.035592505,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2005,3295135.0,39.2980497991314,8384983.521683135,IVA,IVA
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2006,2668946.0,41.058763103589925,6500307.847234307,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2006,19656.0,41.058763103589925,47872.84982357737,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2006,0.0,41.058763103589925,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2006,0.0,41.058763103589925,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2006,8569224.0,41.058763103589925,20870633.58041285,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2006,3241161.0,41.058763103589925,7893956.746389695,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2006,0.0,41.058763103589925,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2006,791208.0,41.058763103589925,1927013.724217186,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2006,536233.0,41.058763103589925,1306013.5266303604,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2006,10887932.0,41.058763103589925,26517924.986025766,IVA,IVA
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2006,0.0,41.058763103589925,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2006,0.0,41.058763103589925,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2006,9842101.0,41.058763103589925,23970768.372073703,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2006,0.0,41.058763103589925,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2006,12577012.0,41.058763103589925,30631736.197869886,Renta,Renta
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2006,3690888.0,41.058763103589925,8989281.997336378,Otros impuestos,Arancel
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2007,0.0,43.39522296387899,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2007,3962496.0,43.39522296387899,9131180.183814874,IVA,IVA
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2007,18421.0,43.39522296387899,42449.37286146252,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2007,0.0,43.39522296387899,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2007,2989522.0,43.39522296387899,6889057.817466215,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2007,0.0,43.39522296387899,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2007,4244505.0,43.39522296387899,9781042.036661526,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2007,1232681.0,43.39522296387899,2840591.4656229564,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2007,0.0,43.39522296387899,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2007,13097249.0,43.39522296387899,30181315.143608768,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2007,14519613.0,43.39522296387899,33459012.325125583,Renta,Renta
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2007,10222033.0,43.39522296387899,23555664.19951003,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2007,9091407.0,43.39522296387899,20950248.38924653,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2007,863928.0,43.39522296387899,1990836.6428238202,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2007,0.0,43.39522296387899,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2007,0.0,43.39522296387899,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2008,36206.0,46.72919720578145,77480.46652836677,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2008,16525925.0,46.72919720578145,35365309.032005735,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2008,3320867.0,46.72919720578145,7106621.124638396,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2008,0.0,46.72919720578145,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2008,3199639.0,46.72919720578145,6847194.455127794,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2008,0.0,46.72919720578145,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2008,4428604.0,46.72919720578145,9477166.87812493,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2008,0.0,46.72919720578145,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2008,0.0,46.72919720578145,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2008,4534565.0,46.72919720578145,9703922.32511748,IVA,IVA
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2008,14322836.0,46.72919720578145,30650721.297279086,IVA,IVA
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2008,9713835.0,46.72919720578145,20787506.69998281,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2008,809376.0,46.72919720578145,1732056.2911358168,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2008,10140964.0,46.72919720578145,21701558.354067624,Renta,Renta
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2008,0.0,46.72919720578145,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2008,0.0,46.72919720578145,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2009,3121278.0,47.666459040854434,6548164.186739326,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2009,646812.0,47.666459040854434,1356954.162350562,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2009,0.0,47.666459040854434,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2009,17183499.0,47.666459040854434,36049455.62512247,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2009,4133529.0,47.666459040854434,8671776.933246069,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2009,0.0,47.666459040854434,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2009,28234.0,47.666459040854434,59232.42583595506,Otros impuestos,Por clasificar
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2009,8594142.0,47.666459040854434,18029747.06519326,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2009,4657457.0,47.666459040854434,9770931.37127753,IVA,IVA
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2009,0.0,47.666459040854434,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2009,13510157.0,47.666459040854434,28343110.169816855,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2009,14797056.0,47.666459040854434,31042910.04145618,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2009,2238618.0,47.666459040854434,4696421.8552112365,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2009,0.0,47.666459040854434,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2009,0.0,47.666459040854434,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2009,0.0,47.666459040854434,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2010,16577995.0,49.17277270436458,33713768.99909599,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2010,2235367.0,49.17277270436458,4545944.588968823,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2010,9425350.0,49.17277270436458,19167822.92645337,Renta,Renta
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2010,353912.0,49.17277270436458,719731.6330477877,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2010,9703216.0,49.17277270436458,19732903.93514609,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2010,3224922.0,49.17277270436458,6558348.904563105,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2010,0.0,49.17277270436458,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2010,0.0,49.17277270436458,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2010,0.0,49.17277270436458,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2010,18703979.0,49.17277270436458,38037267.31549517,Renta,Renta
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2010,4868210.0,49.17277270436458,9900214.554238258,Otros impuestos,Arancel
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2010,5081710.0,49.17277270436458,10334397.920882234,IVA,IVA
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2010,24127.0,49.17277270436458,49065.770899387346,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2010,0.0,49.17277270436458,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2010,0.0,49.17277270436458,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2010,0.0,49.17277270436458,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2011,5069606.0,51.007128010150275,9939014.796110777,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2011,0.0,51.007128010150275,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2011,0.0,51.007128010150275,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2011,0.0,51.007128010150275,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
