CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,135609000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,41295000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Deuda,2025,0.0
,,,,Propios,20,S,INVERSION,18195845000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Inversión,2025,0.0035
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,11474064257,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0022
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,4185190509,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0008
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1322712021,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0003
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,4240025326,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0008
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),65617179,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,211186195,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,80929870,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
,,,,Propios,20,S,INVERSION,27759442042,2309,Agencia nacional del espectro - ane,23,Tecnologías de la información y las comunicaciones,Inversión,2025,0.0053
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,22983693325,2311,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0044
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,1696000000,2311,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0003
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,1192161519,2311,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,611017009,2311,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0001
,,,,Propios,20,S,INVERSION,148522316547,2311,Computadores para educar (cpe),23,Tecnologías de la información y las comunicaciones,Inversión,2025,0.0282
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,4577690296,2312,Corporación agencia nacional de gobierno digital - and,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0009
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),43600000,2312,Corporación agencia nacional de gobierno digital - and,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,450000000,2312,Corporación agencia nacional de gobierno digital - and,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,160000000,2312,Corporación agencia nacional de gobierno digital - and,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
,,,,Propios,20,S,INVERSION,87814634164,2312,Corporación agencia nacional de gobierno digital - and,23,Tecnologías de la información y las comunicaciones,Inversión,2025,0.0167
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,54946721911,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0104
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,19239238676,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0037
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,5129052612,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,36277209250,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0069
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),64000000,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),Nación,10,C,CUOTAS PARTES PENSIONALES (DE PENSIONES),91500000,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),60000000,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,7684216878,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0015
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,10.0,1.0,Nación,10,C,TRANSFERENCIA A LA CORPORACIÓN AUTÓNOMA REGIONAL DEL RÍO GRANDE DE LA MAGDALENA - CORMAGDALENA,207869956852,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0395
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,1444451400,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0003
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,1069501320,2401,Ministerio de transporte,24,Transporte,Funcionamiento,2025,0.0002
SERVICIO DE LA DEUDA PÚBLICA INTERNA,COMISIONES Y OTROS GASTOS,OTRAS CUENTAS POR PAGAR ,,Nación,10,C,OTRAS CUENTAS POR PAGAR,6797215826,2401,Ministerio de transporte,24,Transporte,Deuda,2025,0.0013
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,5922433701,2401,Ministerio de transporte,24,Transporte,Deuda,2025,0.0011
,,,,Nación,10,C,INVERSION,195999670000,2401,Ministerio de transporte,24,Transporte,Inversión,2025,0.0372
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,89853549829,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0171
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,34393858868,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0065
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,9618168364,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0018
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,67039930258,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0127
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,2000000000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),650049693,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,PROGRAMA DE SALUD OCUPACIONAL (NO DE PENSIONES),Nación,10,C,PROGRAMA DE SALUD OCUPACIONAL (NO DE PENSIONES),1250000000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,16280756925,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0031
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,8222618800,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0016
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,,,Nación,10,C,TASAS Y DERECHOS ADMINISTRATIVOS,1800000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,11000000000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0021
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CONTRIBUCIÓN DE VALORIZACIÓN MUNICIPAL,,Nación,10,C,CONTRIBUCIÓN DE VALORIZACIÓN MUNICIPAL,3200000000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0006
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Nación,10,C,"MULTAS, SANCIONES E INTERESES DE MORA",3200000,2402,Instituto nacional de vías,24,Transporte,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,1735639000000,2402,Instituto nacional de vías,24,Transporte,Inversión,2025,0.3295
,,,,Propios,20,S,INVERSION,1251219226845,2402,Instituto nacional de vías,24,Transporte,Inversión,2025,0.2375
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,421830238827,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0801
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,197541401304,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0375
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,140589458912,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0267
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,129451069286,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0246
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Propios,20,S,A ORGANIZACIONES INTERNACIONALES,1191446360,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Propios,20,S,MESADAS PENSIONALES (DE PENSIONES),318000000,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),2374608820,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,10600000000,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.002
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,54980060388,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0104
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,203504100,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,4837955540,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0009
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CONTRIBUCIÓN – SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,Propios,20,S,CONTRIBUCIÓN – SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,8281780,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Propios,20,S,"MULTAS, SANCIONES E INTERESES DE MORA",625893960,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Funcionamiento,2025,0.0001
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,6057288807,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Deuda,2025,0.0011
,,,,Propios,20,S,INVERSION,2276550201916,2412,Unidad administrativa especial de la aeronáutica civil,24,Transporte,Inversión,2025,0.4322
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,50819410638,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0096
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,17909239735,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0034
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,7454968745,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0014
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,Propios,20,S,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,4584454974,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0009
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,30797389929,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0058
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),223963807,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,10966673873,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0021
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,316933938,2413,Agencia nacional de infraestructura,24,Transporte,Funcionamiento,2025,0.0001
SERVICIO DE LA DEUDA PÚBLICA INTERNA,PRINCIPAL,PRÉSTAMOS,,Nación,10,C,PRÉSTAMOS,106742138968,2413,Agencia nacional de infraestructura,24,Transporte,Deuda,2025,0.0203
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,7012133965399,2413,Agencia nacional de infraestructura,24,Transporte,Deuda,2025,1.3311
,,,,Nación,10,C,INVERSION,7169261000000,2413,Agencia nacional de infraestructura,24,Transporte,Inversión,2025,1.3609
,,,,Propios,20,S,INVERSION,184511167502,2413,Agencia nacional de infraestructura,24,Transporte,Inversión,2025,0.035
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,11584947979,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0022
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,4050934447,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0008
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1279573739,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,2759419300,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),55000000,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,1000000,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,40420236,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,23000000000,2414,Unidad de planeación del sector de infraestructura de transporte,24,Transporte,Inversión,2025,0.0044
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,1407198262,2415,Comisión de regulación de infraestructura y transporte,24,Transporte,Funcionamiento,2025,0.0003
,,,,Nación,10,C,INVERSION,1,2415,Comisión de regulación de infraestructura y transporte,24,Transporte,Inversión,2025,0.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,14574436200,2416,Agencia nacional de seguridad vial,24,Transporte,Funcionamiento,2025,0.0028
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,5286403632,2416,Agencia nacional de seguridad vial,24,Transporte,Funcionamiento,2025,0.001
